H HEADER INFORMATION ------------------------------------------- 
H COMPANY : OXY, Texas, USA Inc
H FIELD   : Reeves County, TX
H SITE    : Weinert State
H WELL    : Weinert State 34-39-1S 81H
H WELLPATH: Wellbore #1
H USWN:           (PPDM UNITED STATES WELL NUMBER / API-10)
H DEPTH UNIT: usft
H SURVEY PROCESSED AND EXPORTED:    10-Jun-2019
H SPUD DATE: 01-Jan-1990
H LAST SURVEY DATE:  01-Jan-1990
H---------------------------------------------------------------------------
H WELL SURFACE LOCATION (SLOC) INFORMATION 
H WELL SLOC EASTING (+E/-W) MAP : 1035893.910  usft
H WELL SLOC NORTHING (+N/-S) MAP : 582004.170  usft
H WELL SLOC LATITUDE (DEG-MIN-SEC): 31° 13' 48.721 N
H WELL SLOC LONGITUDE (DEG-MIN-SEC): 103° 25' 6.135 W
H WELL SLOC LATITUDE (DECIMAL DEGREES): 31.23020024
H WELL SLOC LONGITUDE (DECIMAL DEGREES): -103.41837086
H---------------------------------------------------------------------------
H WELL REFERENCE INFORMATION 
H COORDINATE REFERENCE SYSTEM (CRS): NAD 1927 (NADCON CONUS) US State Plane 1927 (Exact solution), Texas Central 4203
H ZERO MEASURED DEPTH ELEVATION ABOVE THE VERTICAL REFERENCE DATUM 
H ZMDE TO VRD (DATUM ELEVATION): 2683.50  usft
H VERTICAL REFERENCE DATUM (VRD):  Mean Sea Level                    
H VERTICAL SECTION ANGLE : 183.63° 
H AZIMUTH NORTH REFERENCE: Grid
H---------------------------------------------------------------------------
H WELL BOTTOM HOLE LOCATION (BHL) INFORMATION 
H WELL BHL EASTING (+E/-W) MAP : 1035201.790  usft
H WELL BHL NORTHING (+N/-S) MAP : 571079.965  usft
H WELL BHL LATITUDE (DEG-MIN-SEC): 31° 12' 0.443 N
H WELL BHL LONGITUDE (DEG-MIN-SEC): 103° 25' 10.613 W
H WELL BHL LATITUDE (DECIMAL DEGREES): 31.20006060
H WELL BHL LONGITUDE (DECIMAL DEGREES): -103.41940801
H TOTAL MEASURED DEPTH:  21006.04ft
H TOTAL CLOSURE DISTANCE (BOTTOM HOLE DISPLACEMENT OR TOTAL DEPARTURE):  10946.11ft
H---------------------------------------------------------------------------
H SURVEY TYPE INFORMATION
H  0.00 - 21006.04 PLAN3 : A010MB_MWD+IFR1+SAG+MS
H---------------------------------------------------------------------------
H SURVEY LISTING
        MD       INC       AZI    TVDrkb     TVDss     +N/-S     +E/-W DOGLEG   CL-DIST    CL@AZIM       VSEC INTERVAL    NORTHING(Y)    EASTING(X)             LATTITUDE                    LONGITUDE                 COMMENT -  TOOL
      0.00      0.00      0.00      0.00  -2683.50      0.00      0.00   0.00      0.00       0.00       0.00     0.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	                     UNDEFINED
   1300.00      0.00      0.00   1300.00  -1383.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   1400.00      0.00      0.00   1400.00  -1283.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   1500.00      0.00      0.00   1500.00  -1183.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   1600.00      0.00      0.00   1600.00  -1083.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   1700.00      0.00      0.00   1700.00   -983.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   1800.00      0.00      0.00   1800.00   -883.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   1900.00      0.00      0.00   1900.00   -783.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   2000.00      0.00      0.00   2000.00   -683.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   2100.00      0.00      0.00   2100.00   -583.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   2200.00      0.00      0.00   2200.00   -483.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   2300.00      0.00      0.00   2300.00   -383.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   2400.00      0.00      0.00   2400.00   -283.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   2500.00      0.00      0.00   2500.00   -183.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   2600.00      0.00      0.00   2600.00    -83.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   2700.00      0.00      0.00   2700.00     16.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   2800.00      0.00      0.00   2800.00    116.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   2900.00      0.00      0.00   2900.00    216.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   3000.00      0.00      0.00   3000.00    316.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   3100.00      0.00      0.00   3100.00    416.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   3200.00      0.00      0.00   3200.00    516.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   3300.00      0.00      0.00   3300.00    616.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   3400.00      0.00      0.00   3400.00    716.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   3500.00      0.00      0.00   3500.00    816.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   3600.00      0.00      0.00   3600.00    916.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   3700.00      0.00      0.00   3700.00   1016.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   3800.00      0.00      0.00   3800.00   1116.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   3900.00      0.00      0.00   3900.00   1216.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   4000.00      0.00      0.00   4000.00   1316.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   4100.00      0.00      0.00   4100.00   1416.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   4200.00      0.00      0.00   4200.00   1516.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   4300.00      0.00      0.00   4300.00   1616.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   4400.00      0.00      0.00   4400.00   1716.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   4500.00      0.00      0.00   4500.00   1816.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   4600.00      0.00      0.00   4600.00   1916.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   4700.00      0.00      0.00   4700.00   2016.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   4800.00      0.00      0.00   4800.00   2116.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   4900.00      0.00      0.00   4900.00   2216.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   5000.00      0.00      0.00   5000.00   2316.50      0.00      0.00   0.00      0.00       0.00       0.00   100.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   5100.00      1.50    270.00   5099.99   2416.49      0.00     -1.31   1.50      1.31     270.00       0.08   100.00     582004.170   1035892.601      31° 13' 48.721 N	      103° 25' 6.150 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   5200.00      3.00    270.00   5199.91   2516.41      0.00     -5.23   1.50      5.23     270.00       0.33   100.00     582004.170   1035888.675      31° 13' 48.719 N	      103° 25' 6.195 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   5300.00      4.50    270.00   5299.69   2616.19      0.00    -11.77   1.50     11.77     270.00       0.74   100.00     582004.170   1035882.135      31° 13' 48.718 N	      103° 25' 6.271 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   5400.00      6.00    270.00   5399.27   2715.77      0.00    -20.92   1.50     20.92     270.00       1.32   100.00     582004.170   1035872.985      31° 13' 48.715 N	      103° 25' 6.376 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   5500.00      7.50    270.00   5498.57   2815.07      0.00    -32.68   1.50     32.68     270.00       2.07   100.00     582004.170   1035861.232      31° 13' 48.712 N	      103° 25' 6.511 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   5600.00      9.00    270.00   5597.54   2914.04      0.00    -47.03   1.50     47.03     270.00       2.97   100.00     582004.170   1035846.883      31° 13' 48.708 N	      103° 25' 6.677 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   5699.73     10.50    270.00   5695.83   3012.33      0.00    -63.91   1.50     63.91     270.00       4.04    99.73     582004.170   1035829.997      31° 13' 48.703 N	      103° 25' 6.871 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   5800.00     10.50    270.00   5794.42   3110.92      0.00    -82.18   0.00     82.18     270.00       5.20   100.27     582004.170   1035811.732      31° 13' 48.698 N	      103° 25' 7.081 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   5900.00     10.50    270.00   5892.74   3209.24      0.00   -100.39   0.00    100.39     270.00       6.35   100.00     582004.170   1035793.515      31° 13' 48.693 N	      103° 25' 7.291 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   6000.00     10.50    270.00   5991.07   3307.57      0.00   -118.61   0.00    118.61     270.00       7.50   100.00     582004.170   1035775.298      31° 13' 48.688 N	      103° 25' 7.501 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   6100.00     10.50    270.00   6089.40   3405.90      0.00   -136.83   0.00    136.83     270.00       8.65   100.00     582004.170   1035757.082      31° 13' 48.683 N	      103° 25' 7.710 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   6200.00     10.50    270.00   6187.72   3504.22      0.00   -155.04   0.00    155.04     270.00       9.81   100.00     582004.170   1035738.865      31° 13' 48.678 N	      103° 25' 7.920 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   6300.00     10.50    270.00   6286.05   3602.55      0.00   -173.26   0.00    173.26     270.00      10.96   100.00     582004.170   1035720.648      31° 13' 48.673 N	      103° 25' 8.130 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   6400.00     10.50    270.00   6384.38   3700.88      0.00   -191.48   0.00    191.48     270.00      12.11   100.00     582004.170   1035702.432      31° 13' 48.668 N	      103° 25' 8.340 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   6500.00     10.50    270.00   6482.70   3799.20      0.00   -209.70   0.00    209.70     270.00      13.26   100.00     582004.170   1035684.215      31° 13' 48.663 N	      103° 25' 8.549 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   6600.00     10.50    270.00   6581.03   3897.53      0.00   -227.91   0.00    227.91     270.00      14.41   100.00     582004.170   1035665.998      31° 13' 48.658 N	      103° 25' 8.759 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   6700.00     10.50    270.00   6679.36   3995.86      0.00   -246.13   0.00    246.13     270.00      15.57   100.00     582004.170   1035647.782      31° 13' 48.653 N	      103° 25' 8.969 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   6800.00     10.50    270.00   6777.68   4094.18      0.00   -264.35   0.00    264.35     270.00      16.72   100.00     582004.170   1035629.565      31° 13' 48.648 N	      103° 25' 9.179 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   6900.00     10.50    270.00   6876.01   4192.51      0.00   -282.56   0.00    282.56     270.00      17.87   100.00     582004.170   1035611.348      31° 13' 48.643 N	      103° 25' 9.388 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   6947.04     10.50    270.00   6922.26   4238.76      0.00   -291.13   0.00    291.13     270.00      18.41    47.04     582004.170   1035602.779      31° 13' 48.641 N	      103° 25' 9.487 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   7000.00      9.97    270.00   6974.38   4290.88      0.00   -300.54   1.00    300.54     270.00      19.01    52.96     582004.170   1035593.372      31° 13' 48.638 N	      103° 25' 9.595 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   7100.00      8.97    270.00   7073.02   4389.52      0.00   -316.98   1.00    316.98     270.00      20.05   100.00     582004.170   1035576.926      31° 13' 48.634 N	      103° 25' 9.785 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   7200.00      7.97    270.00   7171.93   4488.43      0.00   -331.71   1.00    331.71     270.00      20.98   100.00     582004.170   1035562.203      31° 13' 48.630 N	      103° 25' 9.954 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   7300.00      6.97    270.00   7271.08   4587.58      0.00   -344.70   1.00    344.70     270.00      21.80   100.00     582004.170   1035549.209      31° 13' 48.626 N	     103° 25' 10.104 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   7400.00      5.97    270.00   7370.44   4686.94      0.00   -355.96   1.00    355.96     270.00      22.51   100.00     582004.170   1035537.947      31° 13' 48.623 N	     103° 25' 10.234 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   7500.00      4.97    270.00   7469.98   4786.48      0.00   -365.49   1.00    365.49     270.00      23.11   100.00     582004.170   1035528.421      31° 13' 48.621 N	     103° 25' 10.343 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   7600.00      3.97    270.00   7569.68   4886.18      0.00   -373.28   1.00    373.28     270.00      23.61   100.00     582004.170   1035520.633      31° 13' 48.618 N	     103° 25' 10.433 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   7700.00      2.97    270.00   7669.49   4985.99      0.00   -379.32   1.00    379.32     270.00      23.99   100.00     582004.170   1035514.587      31° 13' 48.617 N	     103° 25' 10.502 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   7800.00      1.97    270.00   7769.40   5085.90      0.00   -383.63   1.00    383.63     270.00      24.26   100.00     582004.170   1035510.284      31° 13' 48.616 N	     103° 25' 10.552 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   7900.00      0.97    270.00   7869.37   5185.87      0.00   -386.19   1.00    386.19     270.00      24.42   100.00     582004.170   1035507.725      31° 13' 48.615 N	     103° 25' 10.582 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   7996.64      0.00      0.00   7966.00   5282.50      0.00   -387.00   1.00    387.00     270.00      24.47    96.64     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   8000.00      0.00      0.00   7969.36   5285.86      0.00   -387.00   0.00    387.00     270.00      24.47     3.36     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   8100.00      0.00      0.00   8069.36   5385.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   8200.00      0.00      0.00   8169.36   5485.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   8300.00      0.00      0.00   8269.36   5585.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   8400.00      0.00      0.00   8369.36   5685.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   8500.00      0.00      0.00   8469.36   5785.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   8600.00      0.00      0.00   8569.36   5885.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   8700.00      0.00      0.00   8669.36   5985.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   8800.00      0.00      0.00   8769.36   6085.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   8900.00      0.00      0.00   8869.36   6185.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   9000.00      0.00      0.00   8969.36   6285.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   9100.00      0.00      0.00   9069.36   6385.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   9200.00      0.00      0.00   9169.36   6485.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   9300.00      0.00      0.00   9269.36   6585.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   9400.00      0.00      0.00   9369.36   6685.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   9500.00      0.00      0.00   9469.36   6785.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
